split,worker_id,scenario_id,permissibility_rating,intention_rating,causal_structure,evitability,action
2,416,0,2,4,side_effect,inevitable,action_yes
2,416,2,2,4,means,evitable,prevention_no
2,416,3,2,4,side_effect,evitable,action_yes
2,416,3,2,4,side_effect,inevitable,action_yes
2,416,8,2,5,side_effect,evitable,action_yes
2,416,7,2,4,means,evitable,prevention_no
2,416,5,4,4,means,evitable,prevention_no
2,380,0,2,2,side_effect,inevitable,action_yes
2,380,5,5,2,means,evitable,prevention_no
2,380,6,5,2,means,evitable,action_yes
2,380,8,4,2,side_effect,evitable,action_yes
2,380,4,2,3,side_effect,inevitable,action_yes
2,380,3,1,4,side_effect,evitable,action_yes
2,380,1,2,4,side_effect,evitable,prevention_no
2,380,2,5,5,means,evitable,prevention_no
2,380,7,1,4,side_effect,inevitable,prevention_no
2,380,6,1,4,means,evitable,prevention_no
2,380,5,2,2,side_effect,inevitable,action_yes
2,380,7,2,3,means,evitable,prevention_no
2,380,4,1,5,means,inevitable,prevention_no
2,380,9,4,4,means,evitable,prevention_no
2,380,2,5,2,means,inevitable,action_yes
2,380,3,1,4,side_effect,inevitable,action_yes
2,474,3,4,3,side_effect,evitable,action_yes
2,474,0,1,5,side_effect,inevitable,action_yes
2,474,4,1,5,means,inevitable,prevention_no
2,474,8,1,5,side_effect,evitable,action_yes
2,474,4,1,5,side_effect,inevitable,action_yes
2,474,2,3,2,means,evitable,prevention_no
2,474,6,3,4,means,evitable,prevention_no
2,474,1,5,5,side_effect,evitable,prevention_no
2,474,7,1,5,side_effect,inevitable,prevention_no
2,474,6,3,4,means,evitable,action_yes
2,474,5,2,4,means,evitable,prevention_no
2,474,9,3,3,means,evitable,prevention_no
2,474,7,1,5,means,evitable,prevention_no
2,474,5,1,5,side_effect,inevitable,action_yes
2,474,2,1,5,means,inevitable,action_yes
2,474,3,3,3,side_effect,inevitable,action_yes
2,456,0,4,2,side_effect,inevitable,action_yes
2,456,7,3,2,side_effect,inevitable,prevention_no
2,456,3,3,2,side_effect,inevitable,action_yes
2,456,4,4,2,means,inevitable,prevention_no
2,456,3,3,2,side_effect,evitable,action_yes
2,456,2,4,4,means,evitable,prevention_no
2,456,5,2,4,means,evitable,prevention_no
2,456,7,4,2,means,evitable,prevention_no
2,456,2,4,4,means,inevitable,action_yes
2,456,1,4,4,side_effect,evitable,prevention_no
2,456,6,4,4,means,evitable,action_yes
2,456,9,4,2,means,evitable,prevention_no
2,456,5,4,2,side_effect,inevitable,action_yes
2,456,4,4,2,side_effect,inevitable,action_yes
2,456,6,4,4,means,evitable,prevention_no
2,456,8,4,2,side_effect,evitable,action_yes
2,421,3,4,2,side_effect,inevitable,action_yes
2,421,4,4,2,side_effect,inevitable,action_yes
2,421,2,5,1,means,evitable,prevention_no
2,421,3,4,3,side_effect,evitable,action_yes
2,421,1,3,4,side_effect,evitable,prevention_no
2,421,6,4,2,means,evitable,action_yes
2,421,9,3,4,means,evitable,prevention_no
2,421,7,2,3,means,evitable,prevention_no
2,421,5,3,2,side_effect,inevitable,action_yes
2,421,6,4,2,means,evitable,prevention_no
2,421,5,2,3,means,evitable,prevention_no
2,421,0,3,2,side_effect,inevitable,action_yes
2,421,4,3,2,means,inevitable,prevention_no
2,421,2,4,1,means,inevitable,action_yes
2,421,7,2,3,side_effect,inevitable,prevention_no
2,421,8,3,2,side_effect,evitable,action_yes
2,436,4,3,2,side_effect,inevitable,action_yes
2,436,6,4,2,means,evitable,action_yes
2,436,3,5,1,side_effect,inevitable,action_yes
2,436,2,5,5,means,inevitable,action_yes
2,436,7,4,1,side_effect,inevitable,prevention_no
2,436,9,4,4,means,evitable,prevention_no
2,436,5,2,5,means,evitable,prevention_no
2,436,4,3,3,means,inevitable,prevention_no
2,436,0,4,2,side_effect,inevitable,action_yes
2,436,1,1,5,side_effect,evitable,prevention_no
2,436,6,5,2,means,evitable,prevention_no
2,436,8,2,4,side_effect,evitable,action_yes
2,436,3,5,3,side_effect,evitable,action_yes
2,436,5,4,3,side_effect,inevitable,action_yes
2,436,2,5,1,means,evitable,prevention_no
2,436,7,2,4,means,evitable,prevention_no
2,467,3,4,1,side_effect,inevitable,action_yes
2,467,1,4,2,side_effect,evitable,prevention_no
2,467,3,4,1,side_effect,evitable,action_yes
2,467,5,3,2,side_effect,inevitable,action_yes
2,467,6,5,2,means,evitable,action_yes
2,467,2,5,2,means,inevitable,action_yes
2,467,7,3,2,means,evitable,prevention_no
2,467,8,4,2,side_effect,evitable,action_yes
2,467,6,2,2,means,evitable,prevention_no
2,467,0,1,2,side_effect,inevitable,action_yes
2,467,4,2,2,side_effect,inevitable,action_yes
2,467,4,2,2,means,inevitable,prevention_no
2,467,9,5,2,means,evitable,prevention_no
2,467,2,4,2,means,evitable,prevention_no
2,467,7,4,2,side_effect,inevitable,prevention_no
2,467,5,1,2,means,evitable,prevention_no
3,425,9,4,1,side_effect,inevitable,action_yes
3,425,7,2,4,means,evitable,action_yes
3,425,1,2,5,means,inevitable,action_yes
3,425,8,4,4,side_effect,inevitable,action_yes
3,425,0,1,4,side_effect,evitable,action_yes
3,425,5,1,5,means,inevitable,prevention_no
3,425,2,2,2,side_effect,inevitable,action_yes
3,425,9,4,2,means,inevitable,action_yes
3,425,7,4,1,means,inevitable,prevention_no
3,425,6,5,1,means,inevitable,prevention_no
3,425,2,4,2,means,evitable,action_yes
3,425,4,4,1,means,inevitable,action_yes
3,425,3,5,1,means,evitable,action_yes
3,425,5,5,2,side_effect,evitable,prevention_no
3,425,3,5,2,means,inevitable,prevention_no
3,425,8,4,1,means,evitable,action_yes
3,440,7,3,2,means,inevitable,prevention_no
3,440,3,5,1,means,evitable,action_yes
3,440,8,5,2,means,evitable,action_yes
3,440,5,4,2,side_effect,evitable,prevention_no
3,440,2,5,1,means,evitable,action_yes
3,440,9,4,3,side_effect,inevitable,action_yes
3,440,2,4,2,side_effect,inevitable,action_yes
3,440,3,4,2,means,inevitable,prevention_no
3,440,7,4,4,means,evitable,action_yes
3,440,1,2,4,means,inevitable,action_yes
3,440,8,3,4,side_effect,inevitable,action_yes
3,440,0,2,3,side_effect,evitable,action_yes
3,440,5,2,4,means,inevitable,prevention_no
3,440,6,4,2,means,inevitable,prevention_no
3,440,9,2,4,means,inevitable,action_yes
3,440,4,2,4,means,inevitable,action_yes
3,379,0,3,3,side_effect,evitable,action_yes
3,379,3,5,1,means,evitable,action_yes
3,379,9,2,4,side_effect,inevitable,action_yes
3,379,4,3,3,means,inevitable,action_yes
3,379,5,3,3,side_effect,evitable,prevention_no
3,379,3,5,1,means,inevitable,prevention_no
3,379,6,4,1,means,inevitable,prevention_no
3,379,8,3,3,side_effect,inevitable,action_yes
3,379,2,3,3,side_effect,inevitable,action_yes
3,379,1,1,5,means,inevitable,action_yes
3,379,7,3,3,means,inevitable,prevention_no
3,379,2,4,2,means,evitable,action_yes
3,379,9,2,4,means,inevitable,action_yes
3,379,8,3,3,means,evitable,action_yes
3,379,7,3,3,means,evitable,action_yes
3,379,5,3,3,means,inevitable,prevention_no
3,450,5,3,2,side_effect,evitable,prevention_no
3,450,0,2,2,side_effect,evitable,action_yes
3,450,2,4,3,means,evitable,action_yes
3,450,9,2,4,side_effect,inevitable,action_yes
3,450,8,2,4,means,evitable,action_yes
3,450,8,2,3,side_effect,inevitable,action_yes
3,450,2,2,4,side_effect,inevitable,action_yes
3,450,5,2,4,means,inevitable,prevention_no
3,450,6,4,3,means,inevitable,prevention_no
3,450,1,3,4,means,inevitable,action_yes
3,450,4,2,4,means,inevitable,action_yes
3,450,7,2,4,means,evitable,action_yes
3,450,7,2,4,means,inevitable,prevention_no
3,450,3,4,4,means,evitable,action_yes
3,450,9,3,4,means,inevitable,action_yes
3,450,3,4,4,means,inevitable,prevention_no
3,374,3,4,5,means,evitable,action_yes
3,374,3,4,5,means,inevitable,prevention_no
3,374,5,2,4,means,inevitable,prevention_no
3,374,9,3,3,side_effect,inevitable,action_yes
3,374,8,2,4,means,evitable,action_yes
3,374,7,4,5,means,inevitable,prevention_no
3,374,6,4,5,means,inevitable,prevention_no
3,374,8,4,5,side_effect,inevitable,action_yes
3,374,5,2,5,side_effect,evitable,prevention_no
3,374,4,4,5,means,inevitable,action_yes
3,374,2,4,4,side_effect,inevitable,action_yes
3,374,2,2,4,means,evitable,action_yes
3,374,1,3,4,means,inevitable,action_yes
3,374,7,2,4,means,evitable,action_yes
3,374,0,2,3,side_effect,evitable,action_yes
3,374,9,2,3,means,inevitable,action_yes
3,395,5,4,3,means,inevitable,prevention_no
3,395,9,2,2,means,inevitable,action_yes
3,395,8,4,2,means,evitable,action_yes
3,395,3,3,3,means,inevitable,prevention_no
3,395,1,2,2,means,inevitable,action_yes
3,395,7,3,2,means,evitable,action_yes
3,395,2,2,3,means,evitable,action_yes
3,395,6,4,2,means,inevitable,prevention_no
3,395,3,3,3,means,evitable,action_yes
3,395,9,3,2,side_effect,inevitable,action_yes
3,395,0,2,3,side_effect,evitable,action_yes
3,395,8,3,3,side_effect,inevitable,action_yes
3,395,5,2,2,side_effect,evitable,prevention_no
3,395,7,3,3,means,inevitable,prevention_no
3,395,4,3,3,means,inevitable,action_yes
3,395,2,3,2,side_effect,inevitable,action_yes
3,405,4,2,4,means,inevitable,action_yes
3,405,5,2,4,means,inevitable,prevention_no
3,405,2,4,4,side_effect,inevitable,action_yes
3,405,3,4,5,means,evitable,action_yes
3,405,8,4,4,side_effect,inevitable,action_yes
3,405,8,4,5,means,evitable,action_yes
3,405,6,4,2,means,inevitable,prevention_no
3,405,2,4,4,means,evitable,action_yes
3,405,9,4,4,side_effect,inevitable,action_yes
3,405,3,4,4,means,inevitable,prevention_no
3,405,0,4,1,side_effect,evitable,action_yes
3,405,7,4,4,means,evitable,action_yes
3,405,5,4,4,side_effect,evitable,prevention_no
3,405,7,4,4,means,inevitable,prevention_no
3,405,9,4,4,means,inevitable,action_yes
3,405,1,4,4,means,inevitable,action_yes
3,389,7,2,4,means,inevitable,prevention_no
3,389,8,2,4,side_effect,inevitable,action_yes
3,389,5,5,1,side_effect,evitable,prevention_no
3,389,9,4,2,means,inevitable,action_yes
3,389,3,5,1,means,inevitable,prevention_no
3,389,2,2,3,side_effect,inevitable,action_yes
3,389,1,1,4,means,inevitable,action_yes
3,389,7,1,5,means,evitable,action_yes
3,389,8,1,5,means,evitable,action_yes
3,389,6,5,4,means,inevitable,prevention_no
3,389,4,1,5,means,inevitable,action_yes
3,389,3,5,1,means,evitable,action_yes
3,389,5,1,5,means,inevitable,prevention_no
3,389,2,2,4,means,evitable,action_yes
3,389,0,2,3,side_effect,evitable,action_yes
3,389,9,3,2,side_effect,inevitable,action_yes
3,400,5,4,1,means,inevitable,prevention_no
3,400,2,4,4,means,evitable,action_yes
3,400,8,4,1,means,evitable,action_yes
3,400,7,2,2,means,evitable,action_yes
3,400,3,2,5,means,inevitable,prevention_no
3,400,4,4,1,means,inevitable,action_yes
3,400,9,4,2,side_effect,inevitable,action_yes
3,400,6,4,1,means,inevitable,prevention_no
3,400,0,2,3,side_effect,evitable,action_yes
3,400,3,4,5,means,evitable,action_yes
3,400,5,3,2,side_effect,evitable,prevention_no
3,400,8,4,2,side_effect,inevitable,action_yes
3,400,1,4,4,means,inevitable,action_yes
3,400,9,4,1,means,inevitable,action_yes
3,400,7,2,2,means,inevitable,prevention_no
3,400,2,1,2,side_effect,inevitable,action_yes
3,470,6,4,2,means,inevitable,prevention_no
3,470,2,3,2,means,evitable,action_yes
3,470,7,3,4,means,evitable,action_yes
3,470,7,2,4,means,inevitable,prevention_no
3,470,8,2,2,means,evitable,action_yes
3,470,9,2,4,means,inevitable,action_yes
3,470,5,3,2,side_effect,evitable,prevention_no
3,470,8,2,2,side_effect,inevitable,action_yes
3,470,3,4,4,means,inevitable,prevention_no
3,470,2,2,4,side_effect,inevitable,action_yes
3,470,1,4,5,means,inevitable,action_yes
3,470,5,4,4,means,inevitable,prevention_no
3,470,3,5,5,means,evitable,action_yes
3,470,4,2,2,means,inevitable,action_yes
3,470,0,3,2,side_effect,evitable,action_yes
3,470,9,4,2,side_effect,inevitable,action_yes
3,430,0,2,2,side_effect,evitable,action_yes
3,430,2,3,2,side_effect,inevitable,action_yes
3,430,9,5,2,side_effect,inevitable,action_yes
3,430,9,4,2,means,inevitable,action_yes
3,430,5,2,4,side_effect,evitable,prevention_no
3,430,1,2,4,means,inevitable,action_yes
3,430,4,2,4,means,inevitable,action_yes
3,430,3,5,1,means,inevitable,prevention_no
3,430,6,4,2,means,inevitable,prevention_no
3,430,5,2,4,means,inevitable,prevention_no
3,430,7,4,2,means,evitable,action_yes
3,430,7,4,2,means,inevitable,prevention_no
3,430,8,2,4,means,evitable,action_yes
3,430,3,5,1,means,evitable,action_yes
3,430,2,5,1,means,evitable,action_yes
3,430,8,1,4,side_effect,inevitable,action_yes
3,445,3,3,3,means,inevitable,prevention_no
3,445,5,2,4,means,inevitable,prevention_no
3,445,8,3,2,side_effect,inevitable,action_yes
3,445,7,1,2,means,inevitable,prevention_no
3,445,4,1,3,means,inevitable,action_yes
3,445,3,5,4,means,evitable,action_yes
3,445,5,3,1,side_effect,evitable,prevention_no
3,445,0,2,2,side_effect,evitable,action_yes
3,445,8,3,1,means,evitable,action_yes
3,445,2,2,3,side_effect,inevitable,action_yes
3,445,7,2,2,means,evitable,action_yes
3,445,1,1,5,means,inevitable,action_yes
3,445,9,2,4,means,inevitable,action_yes
3,445,2,4,4,means,evitable,action_yes
3,445,9,3,2,side_effect,inevitable,action_yes
3,445,6,4,3,means,inevitable,prevention_no
3,415,9,4,1,side_effect,inevitable,action_yes
3,415,8,5,1,means,evitable,action_yes
3,415,9,2,2,means,inevitable,action_yes
3,415,0,2,4,side_effect,evitable,action_yes
3,415,5,2,4,means,inevitable,prevention_no
3,415,1,1,5,means,inevitable,action_yes
3,415,7,4,5,means,evitable,action_yes
3,415,2,4,5,means,evitable,action_yes
3,415,3,5,5,means,evitable,action_yes
3,415,3,4,5,means,inevitable,prevention_no
3,415,7,3,4,means,inevitable,prevention_no
3,415,2,1,4,side_effect,inevitable,action_yes
3,415,5,2,1,side_effect,evitable,prevention_no
3,415,8,4,2,side_effect,inevitable,action_yes
3,415,6,4,1,means,inevitable,prevention_no
3,415,4,4,5,means,inevitable,action_yes
3,435,8,4,4,side_effect,inevitable,action_yes
3,435,4,3,3,means,inevitable,action_yes
3,435,7,2,3,means,evitable,action_yes
3,435,2,3,3,side_effect,inevitable,action_yes
3,435,9,2,4,side_effect,inevitable,action_yes
3,435,0,4,2,side_effect,evitable,action_yes
3,435,2,4,3,means,evitable,action_yes
3,435,6,4,3,means,inevitable,prevention_no
3,435,5,3,4,side_effect,evitable,prevention_no
3,435,5,2,2,means,inevitable,prevention_no
3,435,1,3,4,means,inevitable,action_yes
3,435,3,3,2,means,inevitable,prevention_no
3,435,8,2,3,means,evitable,action_yes
3,435,9,4,3,means,inevitable,action_yes
3,435,7,4,3,means,inevitable,prevention_no
3,435,3,2,3,means,evitable,action_yes
3,420,3,4,4,means,inevitable,prevention_no
3,420,7,3,3,means,evitable,action_yes
3,420,7,3,3,means,inevitable,prevention_no
3,420,8,4,2,side_effect,inevitable,action_yes
3,420,9,2,4,means,inevitable,action_yes
3,420,5,2,4,means,inevitable,prevention_no
3,420,9,4,3,side_effect,inevitable,action_yes
3,420,5,3,3,side_effect,evitable,prevention_no
3,420,6,5,2,means,inevitable,prevention_no
3,420,8,3,3,means,evitable,action_yes
3,420,1,3,3,means,inevitable,action_yes
3,420,2,1,3,side_effect,inevitable,action_yes
3,420,3,5,3,means,evitable,action_yes
3,420,0,3,3,side_effect,evitable,action_yes
3,420,4,3,3,means,inevitable,action_yes
3,420,2,4,4,means,evitable,action_yes
3,466,8,2,2,side_effect,inevitable,action_yes
3,466,2,2,4,side_effect,inevitable,action_yes
3,466,3,5,1,means,inevitable,prevention_no
3,466,9,4,2,side_effect,inevitable,action_yes
3,466,9,5,3,means,inevitable,action_yes
3,466,5,3,2,side_effect,evitable,prevention_no
3,466,3,5,2,means,evitable,action_yes
3,466,6,4,2,means,inevitable,prevention_no
3,466,5,2,4,means,inevitable,prevention_no
3,466,0,1,5,side_effect,evitable,action_yes
3,466,8,1,5,means,evitable,action_yes
3,466,2,4,5,means,evitable,action_yes
3,466,1,3,4,means,inevitable,action_yes
3,466,7,2,4,means,inevitable,prevention_no
3,466,7,2,5,means,evitable,action_yes
3,466,4,2,4,means,inevitable,action_yes
3,455,7,1,3,means,inevitable,prevention_no
3,455,3,5,1,means,evitable,action_yes
3,455,9,5,3,means,inevitable,action_yes
3,455,8,1,3,side_effect,inevitable,action_yes
3,455,0,1,3,side_effect,evitable,action_yes
3,455,4,1,3,means,inevitable,action_yes
3,455,3,5,1,means,inevitable,prevention_no
3,455,8,1,3,means,evitable,action_yes
3,455,5,2,3,side_effect,evitable,prevention_no
3,455,5,1,3,means,inevitable,prevention_no
3,455,2,1,3,side_effect,inevitable,action_yes
3,455,9,4,2,side_effect,inevitable,action_yes
3,455,1,1,5,means,inevitable,action_yes
3,455,7,2,3,means,evitable,action_yes
3,455,2,2,4,means,evitable,action_yes
3,455,6,4,2,means,inevitable,prevention_no
3,410,7,2,4,means,inevitable,prevention_no
3,410,2,4,4,means,evitable,action_yes
3,410,3,4,4,means,evitable,action_yes
3,410,2,2,4,side_effect,inevitable,action_yes
3,410,9,4,4,side_effect,inevitable,action_yes
3,410,8,2,4,means,evitable,action_yes
3,410,3,4,3,means,inevitable,prevention_no
3,410,7,2,4,means,evitable,action_yes
3,410,9,4,4,means,inevitable,action_yes
3,410,8,2,4,side_effect,inevitable,action_yes
3,410,1,1,4,means,inevitable,action_yes
3,410,0,2,2,side_effect,evitable,action_yes
3,410,6,4,4,means,inevitable,prevention_no
3,410,5,4,2,side_effect,evitable,prevention_no
3,410,5,2,4,means,inevitable,prevention_no
3,410,4,2,4,means,inevitable,action_yes
3,384,7,3,2,means,evitable,action_yes
3,384,2,2,4,side_effect,inevitable,action_yes
3,384,4,3,2,means,inevitable,action_yes
3,384,8,2,3,side_effect,inevitable,action_yes
3,384,5,2,3,means,inevitable,prevention_no
3,384,3,3,2,means,inevitable,prevention_no
3,384,2,4,2,means,evitable,action_yes
3,384,9,4,2,means,inevitable,action_yes
3,384,1,2,3,means,inevitable,action_yes
3,384,3,4,2,means,evitable,action_yes
3,384,6,3,2,means,inevitable,prevention_no
3,384,5,3,2,side_effect,evitable,prevention_no
3,384,7,4,2,means,inevitable,prevention_no
3,384,9,3,2,side_effect,inevitable,action_yes
3,384,8,3,2,means,evitable,action_yes
3,384,0,3,3,side_effect,evitable,action_yes
3,460,3,5,1,means,inevitable,prevention_no
3,460,5,4,1,means,inevitable,prevention_no
3,460,9,5,1,side_effect,inevitable,action_yes
3,460,9,3,2,means,inevitable,action_yes
3,460,7,1,4,means,evitable,action_yes
3,460,4,3,1,means,inevitable,action_yes
3,460,2,3,3,means,evitable,action_yes
3,460,6,5,1,means,inevitable,prevention_no
3,460,8,2,1,means,evitable,action_yes
3,460,3,5,1,means,evitable,action_yes
3,460,8,5,1,side_effect,inevitable,action_yes
3,460,1,1,5,means,inevitable,action_yes
3,460,7,4,1,means,inevitable,prevention_no
3,460,5,2,1,side_effect,evitable,prevention_no
3,460,2,4,1,side_effect,inevitable,action_yes
3,460,0,5,1,side_effect,evitable,action_yes
